TRMC (台灣區預拌混凝土工業同業公會) 會員名錄 — 全 22 頁
共 421 筆
========================================================

13. 立竑預拌股份有限公司林園廠 | 高雄市林園區中門里中門路341號
14. 循環實業股份有限公司 | 高雄市林園區潭頭里工業二路270巷5號
15. 亞東預拌混凝土股份有限公司小港廠 | 高雄市前鎮區金福路10號
16. 高屏預拌混凝土有限公司 | 高雄市美濃區自強街一段630號
17. 石安水泥製品實業股份有限公司美濃廠 | 高雄市美濃區獅山里龜山路28-16號
18. 重置資源科技股份有限公司 | 高雄市湖內區太爺里中山路二段28號
19. 榮工實業股份有限公司楠梓工廠 | 高雄市楠梓區高楠公路1200號
20. 環球水泥股份有限公司大湖預拌混凝土場 | 高雄市路竹區甲南里環球路461之1號

--- Page 18 (20 筆) ---
1. 台灣水泥(股)有限公司高雄水泥製品廠路竹分廠 | 高雄市路竹區社西里大仁路809號
2. 勵龍股份有限公司三廠 | 高雄市燕巢區四林路146之6號
3. 東遠股份有限公司燕巢廠 | 高雄市燕巢區安招路832巷1號
4. 環球水泥股份有限公司楠梓預拌混凝土廠 | 高雄市燕巢區鳳雄村鳳龍巷58號
5. 元禎環保國際股份有限公司 | 高雄市燕巢區鳳雄里角宿路605號
6. 里一實業股份有限公司 | 屏東市安鎮里和生路三段993號
7. 里港砂石有限公司 | 900 屏東市清溪里和生路三段1012號
8. 城夆預拌混凝土有限公司九如廠 | 屏東縣九如鄉九如路2段1巷2號
9. 超群混凝土工業股份有限公司內埔廠 | 屏東縣內埔鄉豐田村建富路7號
10. 鳳勝實業股份有限公司恆春廠 | 屏東縣車城鄉福興村中山路一號
11. 家鴻興業有限公司里港廠 | 屏東縣里港鄉三村三和路119之77號
12. 立竑預拌股份有限公司里港廠 | 屏東縣里港鄉三和路119-78號
13. 偉宏股份有限公司屏東廠 | 屏東縣里港鄉載興村中校路11之1號
14. 齊泰實業有限公司 | 屏東縣里港鄉載興村載南路17號
15. 欣盛企業股份有限公司枋寮廠 | 屏東縣枋寮鄉中山路366號
16. 鑫德水泥製品有限公司東海分公司 | 屏東縣枋寮鄉中山路三段71號
17. 鳳勝實業股份有限公司佳冬廠 | 屏東縣枋寮鄉東海村研發路八五號
18. 全嘉環境科技股份有限公司 | 900 屏東縣屏東市工業二路5號
19. 鳳勝實業股份有限公司屏東廠 | 屏東縣屏東市橋南里工業五路8號
20. 隆鑫精業股份有限公司 | 屏東縣恆春鎮城西里草埔路13號

--- Page 19 (20 筆) ---
1. 甲頂混凝土有限公司恆春一廠 | 屏東縣恆春鎮城西里草埔路31之1號
2. 鳳勝實業股份有限公司高樹廠 | 屏東縣高樹鄉新南村興店路2號
3. 福來群企業有限公司 | 屏東縣新園鄉馬祖路472號
4. 湧順混凝土有限公司 | 屏東縣萬丹鄉大昌路783號
5. 名立實業有限公司 | 屏東縣萬丹鄉香社村巖仔路328號
6. 豐東實業股份有限公司 | 屏東縣萬丹鄉萬丹路二段380巷11號
7. 環球水泥股份有限公司潮州預拌混凝土場 | 屏東縣潮州鎮羨子里光復路一段53號
8. 佳源工程股份有限公司 | 屏東縣麟洛鄉麟趾村中山路591號
9. 興佑實業有限公司 | 屏東縣鹽埔鄉鹽中村豐年路1之25號
10. 禹盛混凝土有限公司 | 宜蘭縣三星鄉月眉村星中路157號
11. 得福混凝土工業股份有限公司 | 宜蘭縣冬山鄉成興路42號
12. 宜興預拌混凝土股份有限公司 | 宜蘭縣冬山鄉德興六路43號
13. 吉偉實業社 | 宜蘭縣冬山鄉龍祥十路11號
14. 久屋預拌混凝土股份有限公司 | 宜蘭縣冬山鄉龍祥十路19號
15. 立泰預拌混凝土工業股份有限公司 | 宜蘭縣冬山鄉龍祥十路5號
16. 天宥興業有限公司龍德廠 | 宜蘭縣冬山鄉龍祥十路7號
17. 享正實業股份有限公司 | 宜蘭縣冬山鄉龍德工業區德興一路42號
18. 梅洲混凝土工業股份有限公司 | 宜蘭縣宜蘭市梅洲二路57號
19. 福得混凝土工業股份有限公司 | 宜蘭縣宜蘭市梅洲二路97號
20. 宜興預拌混凝土股份有限公司宜蘭廠 | 宜蘭縣宜蘭市梅洲里梅洲二路127號

--- Page 20 (20 筆) ---
1. 晉城建設實業有限公司 | 宜蘭縣員山鄉中華村粗坑路115-1號
2. 台灣水泥(股)公司台北水泥製品廠宜蘭分廠 | 宜蘭縣員山鄉員山路二段438號
3. 協郁管理顧問股份有限公司聖湖廠 | 270 宜蘭縣蘇澳鎮聖湖里聖愛路182號
4. 賓志有限公司 | 宜蘭縣蘇澳鎮龍德里德興五路三號
5. 磊信股份有限公司 | 花蓮縣玉里鎮大禹里大禹163-3號
6. 大元預拌混凝土有限公司 | 花蓮縣玉里鎮樂合里新民8-1號
7. 鈺峻興業有限公司 | 976 花蓮縣光復鄉中山路三段185號
8. 政旺企業股份有限公司 | 花蓮縣光復鄉佛祖街336巷8號
9. 長雄預拌混凝土廠股份有限公司 | 花蓮縣吉安鄉仁安村南海四街148號
10. 威神企業有限公司 | 花蓮縣吉安鄉光華村華城六街35.41號
11. 友正預拌混凝廠股份有限公司 | 花蓮縣吉安鄉華工六路31巷2號
12. 鼎泰興預拌混凝土有限公司 | 花蓮縣秀林鄉和工四路12號
13. 友誠有限公司 | 花蓮縣秀林鄉和平30之11號
14. 亞東預拌混凝土股份有限公司美崙廠 | 花蓮縣花蓮市美工三街12號
15. 鳳勝實業股份有限公司花蓮廠 | 花蓮縣花蓮市美工五街3號
16. 台灣水泥股份有限公司台北水泥製品廠花蓮分廠 | 花蓮縣花蓮市精美路2-1號
17. 錦山企業有限公司 | 花蓮縣富里鄉竹田村富田1-15號
18. 陸紀實業有限公司 | 花蓮縣瑞穗鄉興鶴路二段368號
19. 鳳勝實業股份有限公司壽豐廠 | 花蓮縣壽豐鄉月眉村月眉路3段72號
20. 友砂預拌廠股份有限公司 | 花蓮縣壽豐鄉豐坪路一段16巷70號

--- Page 21 (20 筆) ---
1. 花建實業有限公司 | 花蓮縣鳳林鎮榮開路39號之1
2. 太煌企業有限公司 | 台東市富岡里吉林路一段1204巷77號
3. 佛育企業股份有限公司吉林廠 | 台東市富岡里吉林路一段1266號
4. 本上企業有限公司 | 台東市豐田里中興路四段二巷135號
5. 瑞晟砂石有限公司 | 台東市豐源里中華路4段998巷360號
6. 久明企業有限公司大武廠 | 台東縣大武鄉大竹村五鄰愛國蒲74號
7. 礐興企業股份有限公司太麻里廠 | 台東縣太麻里鄉泰和村太麻里街619號
8. 延昌混凝土有限公司 | 台東縣台東市中興路4段133巷9弄 90號
9. 陽宸企業有限公司 | 台東縣台東市中興路四段二巷165號
10. 展憲企業有限公司 | 台東縣成功鎮中山路100號
11. 灝業有限公司 | 台東縣池上鄉富興村水墜67之1號
12. 顥堅有限公司東欣廠 | 台東縣池上鄉新興村東欣路268號
13. 東宏行正興廠 | 台東縣金峰鄉正興村正興7-1號
14. 建盈企業社 | 台東縣金峰鄉正興村正興六之一號
15. 志昇預拌混凝土有限公司 | 台東縣關山鎮順興路27-2號
16. 金門合成預拌混凝土有限公司 | 金門縣金湖鎮三谿橋10號
17. 秀中實業股份有限公司 | 金門縣金湖鎮三谿橋8號
18. 將臺實業有限公司預拌混凝土廠 | 金門縣金湖鎮蓮庵村三谿橋2-1號
19. 揚名工業股份有限公司 | 金門縣金湖鎮蓮庵里三谿橋三號
20. 敬富企業社 | 金門縣金湖鎮蓮庵里工二路18號

--- Page 22 (1 筆) ---
1. 柄森企業有限公司湖西廠 | 澎湖縣湖西鄉林投村121號
